Ticker,Name,Industry,Sector,Long_Business_Summary,Full_Time_Employees,Audit_Risk,Board_Risk,Compensation_Risk,Shareholder_Rights_Risk,Overall_Risk,Previous_Close,Open,Fifty_Two_Week_Low,Fifty_Two_Week_High,Dividend_Rate,Payout_Ratio,Beta,Trailing_PE,Forward_PE,Volume,Regular_Market_Volume,Average_Volume,Market_Cap,Price_To_Sales_Trailing_12_Months,Fifty_Day_Average,Two_Hundred_Day_Average,Float_Shares,Shares_Outstanding,Shares_Short,Shares_Short_Prior_Month,Held_Percent_Institutions,Short_Ratio,Short_Percent_Of_Float,Implied_Shares_Outstanding,Book_Value,Price_To_Book,Earnings_Quarterly_Growth,Enterprise_Value,Profit_Margins,Net_Income_To_Common,Trailing_EPS,Forward_EPS,PEG_Ratio,Enterprise_To_Revenue,Enterprise_To_EBITDA,Fifty_Two_Week_Change,Last_Dividend_Value,Current_Price,Target_High_Price,Target_Low_Price,Target_Mean_Price,Target_Median_Price,Recommendation_Mean,Recommendation_Key,Number_Of_Analyst_Opinions,Total_Cash,Total_Cash_Per_Share,EBITDA,Total_Debt,Quick_Ratio,Current_Ratio,Total_Revenue,Debt_To_Equity,Revenue_Per_Share,Return_On_Assets,Return_On_Equity,Free_Cash_Flow,Operating_Cash_Flow,Earnings_Growth,Revenue_Growth,Gross_Margins,EBITDA_Margins,Operating_Margins,Trailing_PEG_Ratio
BK,The Bank of New York Mellon Cor,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The Bank of New York Mellon Corporation was founded in 1784 and is headquartered in New York, New York.",52100,1,1,6,2,1,58.82,58.99,39.66,60.87,1.68,0.4085,1.074,14.934837,9.784893,1088358,1088358,3358756,44562354176,2.5471482,57.8806,52.0054,745594822,747816000,8775958,6663044,0.86,2.53,0.0117,747816000,48.442,1.2301308,0.044,-56436473856,0.19028,3092999936,3.99,6.09,0.93,-3.226,,0.36695325,0.42,59.59,70,58,64.64,65.56,2.1,buy,15,1.74E+11,232.545,,68941996032,,,17494999040,,22.648,0.00775,0.08173,,1440000000,0.106,0.026,,,0.30556,0.7835
BBWI,"Bath & Body Works, Inc.",Specialty Retail,Consumer Cyclical,"Bath & Body Works, Inc. operates a specialty retailer of home fragrance, body care, and soaps and sanitizer products. It sells its products under the Bath & Body Works, White Barn, and other brand names through retail stores and e-commerce sites located in the United States and Canada, as well as through international stores operated by partners under franchise, license, and wholesale arrangements. The company was formerly known as L Brands, Inc. and changed its name to Bath & Body Works, Inc. in August 2021. Bath & Body Works, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.",8981,3,10,5,4,8,41.92,42.1,27.3,52.99,0.8,0.2067,1.889,10.801034,11.146667,1060152,1060152,2825275,9331055616,1.2580633,46.3504,40.9457,209192376,223231008,5539799,4882419,0.9824,2.26,0.027999999,223231008,-7.52,,0.074,13961860096,0.11919,884000000,3.87,3.75,2.56,1.882,8.904,0.15069997,0.2,41.8,65,42,52.26,53.38,2.3,buy,18,855000000,3.83,1568000000,5457999872,0.799,1.57,7416999936,,32.674,0.15247,,564625024,986000000,0.086,-0.009,0.43764,0.21141,0.13512,1.0466
BAX,Baxter International Inc.,Medical Instruments & Supplies,Healthcare,"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare products worldwide. The company operates through four segments: Medical Products and Therapies, Healthcare Systems and Technologies, Pharmaceuticals, and Kidney Care. The company offers sterile intravenous (IV) solutions; infusion systems and devices; parenteral nutrition therapies; generic injectable pharmaceuticals; surgical hemostat and sealant products, advanced surgical equipment; smart bed systems; patient monitoring and diagnostic technologies; and respiratory health devices, as well as advanced equipment for the surgical space, including surgical video technologies, precision positioning devices, and other accessories. It also provides administrative sets; adhesion prevention products; inhaled anesthesia; drug compounding; chronic and acute dialysis therapies and services, including peritoneal dialysis (PD), hemodialysis (HD), continuous renal replacement therapies (CRRT), and other organ support therapies. The company's products are used in hospitals, kidney dialysis centers, nursing homes, rehabilitation centers, ambulatory surgery centers, doctors' offices, and patients at home under physician supervision. The company sells its products through direct sales force, as well as through independent distributors, drug wholesalers, and specialty pharmacy or other alternate site providers in approximately 100 countries. It has an agreement with Celerity Pharmaceutical, LLC to develop acute care generic injectable premix and oncolytic products; and a collaborative research agreement with Miromatrix Medical Inc. aiming to advance care for patients with acute liver failure. Baxter International Inc. was incorporated in 1931 and is headquartered in Deerfield, Illinois.",60000,5,5,8,1,4,34.29,34.27,31.01,50.21,1.16,2.5217,0.61,,10.58851,1561149,1561149,4203091,17374130176,1.1666753,36.219,37.7645,507297271,509580000,7969203,9675682,0.91592,1.95,0.020499999,509580000,16.039,2.125756,-0.159,28679503872,0.17788,-38000000,-0.08,3.22,2.86,1.926,9.986,-0.2330575,0.29,34.095,54,36,42.77,43,2.8,hold,13,3025999872,5.938,2872000000,14170000384,0.88,1.477,14892000256,172.07,29.387,0.03537,-0.00423,1577874944,1410000000,-0.197,0.022,0.38631,0.19285999,0.1005,
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,Healthcare,"Becton, Dickinson and Company develops, manufactures, and sells medical supplies, devices, laboratory equipment, and diagnostic products for healthcare institutions, physicians, life science researchers, clinical laboratories, pharmaceutical industry, and the general public worldwide. The company operates in three segments: BD Medical, BD Life Sciences, and BD Interventional. The BD Medical segment provides peripheral intravenous (IV) and advanced peripheral catheters, central lines, acute dialysis catheters, vascular access technology, vascular care and preparation products, needle-free IV connectors and extensions sets, closed-system drug transfer devices, hazardous drug detections, hypodermic syringes and needles, anesthesia needles and trays, enteral syringes, and sharps disposal systems; IV medication safety and infusion therapy delivery systems, medication compounding workflow systems, automated medication dispensing and supply management systems, and medication inventory optimization and tracking systems; and prefillable drug delivery systems. The BD Life Sciences segment offers specimen and blood collection products; automated blood and tuberculosis culturing, molecular testing, microorganism identification and drug susceptibility, and liquid-based cytology systems, as well as rapid diagnostic assays, microbiology laboratory automation products, and plated media products; and fluorescence-activated cell sorters and analyzers, antibodies and kits, reagent systems, and solutions for single-cell gene expression analysis, as well as clinical oncology, immunological, and transplantation diagnostic/monitoring reagents and analyzers. The BD Interventional segment provides hernia and soft tissue repair, biological and bioresorbable grafts, biosurgery, and other surgical products; surgical infection prevention; peripheral intervention products; and urology and critical care products. The company was founded in 1897 and is headquartered in Franklin Lakes, New Jersey.",70000,10,8,10,9,10,238.29,238.73,224,287.32,3.8,0.79660004,0.463,50.670235,16.58234,359511,359511,1408867,68387495936,3.4686294,234.5994,242.8361,288341746,289006016,1974449,2309649,0.88079,1.43,0.0068,289006016,88.742,2.6664941,0.167,83703349248,0.06761,1364000000,4.67,14.27,2.12,4.245,16.51,-0.07095796,0.95,236.63,315,240,276.13,275,1.9,buy,15,3175000064,10.986,5070000128,18011000832,0.783,1.411,19715999744,70.227,68.172,0.03201,0.05372,3915000064,3760000000,0.209,0.046,0.44557998,0.25715,0.16431999,
BBY,"Best Buy Co., Inc.",Specialty Retail,Consumer Cyclical,"Best Buy Co., Inc. engages in the retail of technology products in the United States, Canada, and international. Its stores provide computing and mobile phone products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness products, portable audio comprising headphones and portable speakers, and smart home products, as well as home theaters, which includes home theater accessories, soundbars, and televisions. The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, vacuums, and personal care; entertainment products consisting of drones, peripherals, movies, and toys, as well as hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides delivery, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, Buy Mobile, CST, Current Health, Geek Squad, Lively, Magnolia, Pacific Kitchen, Home, TechLiquidators, and Yardbird brands, as well as domain names comprising bestbuy.com, currenthealth.com, lively.com, techliquidators.com, yardbird.com, and bestbuy.ca. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",85000,6,1,1,2,1,90.4,90.76,62.3,93.72,3.76,0.64910007,1.512,15.807457,13.348518,1064861,1064861,3211698,19436369920,0.45378152,78.6158,74.65645,196211074,215714000,15755568,15908462,0.85311997,6.9,0.093,215714000,14.262,6.3176622,0.008,22270523392,0.02902,1243000064,5.7,6.75,-13.49,0.52,8.382,0.11056507,0.94,90.1025,106,70,88.63,88,2.6,hold,20,1214000000,5.628,2656999936,3984000000,0.259,1.014,42831998976,129.267,197.36,0.07439,0.42314997,1115500032,1956999936,0.018,-0.065,0.22219,0.062030002,0.036960002,1.7405
BIO,"Bio-Rad Laboratories, Inc.",Medical Devices,Healthcare,"Bio-Rad Laboratories, Inc. manufactures and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. It operates through two segments, Life Science and Clinical Diagnostics. The company develops, manufactures, and markets instruments, systems, reagents, and consumables to separate, purify, characterize, and quantitate biological materials such as cells, proteins, and nucleic acids for proteomics, genomics, biopharmaceutical production, cellular biology, and food safety markets. It also designs, manufactures, markets, and supports test systems, informatics systems, test kits, and specialized quality controls for hospitals, diagnostic reference, transfusion, and physician office laboratories. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",8000,9,10,4,10,10,287.98,289.15,261.59,431.79,0,0,0.953,,24.043076,108398,108398,237475,8097410048,3.1081269,285.9236,316.2671,19966787,23445700,653407,688465,0.79833,2.84,0.0366,28762800,317.317,0.8971156,4.567,7968616960,-0.123739995,-322369984,-10.68,11.84,1.54,3.059,15.842,-0.21217924,0,284.67,414,300,352.8,350,2.7,hold,5,1645673984,57.693,502991008,1399719936,4.516,6.566,2605238016,15.465,90.024,0.01692,-0.03427,120816496,346572992,4.797,-0.098,0.53542,0.19307,0.08482,
TECH,Bio-Techne Corp,Biotechnology,Healthcare,"Bio-Techne Corporation, together with its subsidiaries, develops, manufactures, and sells life science reagents, instruments, and services for the research and clinical diagnostic markets in the United States, the United Kingdom, rest of Europe, Middle East, and Africa, Greater China, rest of Asia-Pacific, and internationally. The company operates through two segments, Protein Sciences, and Diagnostics and Genomics. The Protein Sciences segment develops and manufactures biological reagents used in various aspects of life science research, diagnostics, and cell and gene therapy, such as cytokines and growth factors, antibodies, small molecules, tissue culture sera, and cell selection technologies. This segment also offers proteomic analytical tools for automated western blot and multiplexed ELISA workflow consists of manual and automated protein analysis instruments and immunoassays for use in quantifying proteins in various biological fluids. The Diagnostics and Genomics segment develops and manufactures diagnostic products, including controls, calibrators, and diagnostic assays for regulated diagnostics market, exosome-based molecular diagnostic assays, advanced tissue-based in-situ hybridization assays for spatial genomic and tissue biopsy analysis, and genetic and oncology kits for research and clinical applications; and sells products for genetic carrier screening, oncology diagnostics, molecular controls, and research, as well as instruments and process control products for hematology, blood chemistry and gases, and coagulation controls and reagents used in various diagnostic applications. The company was formerly known as Techne Corporation and changed its name to Bio-Techne Corporation in November 2014. Bio-Techne Corporation was incorporated in 1976 and is headquartered in Minneapolis, Minnesota.",3200,10,4,10,1,10,73.66,73.96,51.79,89.91,0.32,0.256,1.293,59.832,36.842365,311690,311690,1059898,11785781248,10.210496,74.487,70.3225,155841751,157584992,6721236,5753080,1.0211,5.36,0.0554,157584992,12.785,5.849824,-0.301,11957102592,0.17587,202959008,1.25,2.03,7.53,10.359,36.645,-0.040760517,0.08,74.79,95,65,83.77,84.5,1.9,buy,12,145312000,0.922,326299008,494729984,2.491,4.076,1154280960,24.56,7.323,0.061090004,0.10399,192578128,306878016,-0.279,0.032,0.67007005,0.28269,0.23735,
BIIB,Biogen Inc.,Drug Manufacturers - General,Healthcare,"Biogen Inc. discovers, develops, manufactures, and delivers therapies for treating neurological and neurodegenerative diseases in the United States, Europe, Germany, Asia, and internationally. The company provides TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI, and FAMPYRA for multiple sclerosis (MS); SPINRAZA for spinal muscular atrophy; ADUHELM to treat Alzheimer's disease; FUMADERM to treat plaque psoriasis; BENEPALI, an etanercept biosimilar referencing ENBREL; IMRALDI, an adalimumab biosimilar referencing HUMIRA; FLIXABI, an infliximab biosimilar referencing REMICADE; and BYOOVIZ, a ranibizumab biosimilar referencing LUCENTIS. It offers RITUXAN for treating non-Hodgkin's lymphoma, chronic lymphocytic leukemia (CLL), rheumatoid arthritis, two forms of ANCA-associated vasculitis, and pemphigus vulgaris; RITUXAN HYCELA for non-Hodgkin's lymphoma and CLL; GAZYVA to treat CLL and follicular lymphoma; OCREVUS for relapsing MS and primary progressive MS; LUNSUMIO to treat relapsed or refractory follicular lymphoma; glofitamab for non-Hodgkin's lymphoma; and other anti-CD20 therapies. In addition, the company is developing various products for the treatment of MS, Alzheimer's disease and dementia, neuromuscular disorders, Parkinson's disease and movement disorders, neuropsychiatry, genetic neurodevelopmental disorders, and biosimilars, which are under various stages of development. It has collaboration and license agreements with Acorda Therapeutics, Inc.; Alkermes Pharma Ireland Limited; Denali Therapeutics Inc.; Eisai Co., Ltd.; Genentech, Inc.; Neurimmune SubOne AG; Ionis Pharmaceuticals, Inc.; Samsung Bioepis Co., Ltd.; Sangamo Therapeutics, Inc.; and Sage Therapeutics, Inc. The company was founded in 1978 and is headquartered in Cambridge, Massachusetts.",7570,8,1,6,2,2,224,225.74,189.44,287.6,0,0,-0.02,28.35625,13.05236,438724,438724,1161746,33028677632,3.418021,218.1116,234.7889,145091674,145596992,3475964,3264315,0.93156,2.6,0.0269,145596992,104.485,2.1711252,0.014,38485905408,0.12073,1166599936,8,17.38,3.63,3.983,15.273,-0.20448893,0,226.85,350,200,283.81,292,2.1,buy,29,1074400000,7.379,2519800064,6946599936,1.089,2.096,9663099904,45.662,66.688,0.04861,0.0805,899924992,1645100032,0.011,-0.07,0.75487,0.26077,0.27282,
BLK,"BlackRock, Inc.",Asset Management,Financial Services,"BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate client-focused equity, fixed income, and balanced portfolios. It also launches and manages open-end and closed-end mutual funds, offshore funds, unit trusts, and alternative investment vehicles including structured funds. The firm launches equity, fixed income, balanced, and real estate mutual funds. It also launches equity, fixed income, balanced, currency, commodity, and multi-asset exchange traded funds. The firm also launches and manages hedge funds. It invests in the public equity, fixed income, real estate, currency, commodity, and alternative markets across the globe. The firm primarily invests in growth and value stocks of small-cap, mid-cap, SMID-cap, large-cap, and multi-cap companies. It also invests in dividend-paying equity securities. The firm invests in investment grade municipal securities, government securities including securities issued or guaranteed by a government or a government agency or instrumentality, corporate bonds, and asset-backed and mortgage-backed securities. It employs fundamental and quantitative analysis with a focus on bottom-up and top-down approach to make its investments. The firm employs liquidity, asset allocation, balanced, real estate, and alternative strategies to make its investments. In real estate sector, it seeks to invest in Poland and Germany. The firm benchmarks the performance of its portfolios against various S&P, Russell, Barclays, MSCI, Citigroup, and Merrill Lynch indices. BlackRock, Inc. was founded in 1988 and is based in New York City with additional offices in Boston, Massachusetts; London, United Kingdom; Gurgaon, India; Hong Kong; Greenwich, Connecticut; Princeton, New Jersey; Edinburgh, United Kingdom; Sydney, Australia; Taipei, Taiwan; Singapore; Sao Paulo, Brazil; Philadelphia, Pennsylvania; Washington, District of Columbia; Toronto, Canada; Wilmington, Delaware; and San Francisco, California.",19300,7,8,10,1,9,787.6,788.58,596.18,845,20.4,0.5108,1.349,20.312975,17.103378,264236,264236,607143,1.19E+11,6.4799857,775.302,751.97906,139140106,148600000,1697481,1691027,0.88295996,2.81,0.0115,148600000,267.042,2.9955027,0.36,1.21E+11,0.32261002,5918000128,39.38,46.77,1.51,6.601,17.163,0.15794575,5.1,799.925,1070,842,930.54,915,1.9,buy,13,9605000192,64.637,7055000064,11632000000,2.082,2.752,18343999488,27.864,123.095,0.03374,0.15170999,4487249920,4151000064,0.372,0.114,0.48997003,0.38459,0.36421,2.8408
BX,Blackstone Inc.,Asset Management,Financial Services,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, infrastructure, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It seeks to invest between $0.25 million and $900 million per transaction. It invests in companies with enterprise value between $500 million and $5000 million. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe, North America and Central America.",4735,10,10,9,10,10,124.12,124.17,87.59,133.56,3.36,1.1796,1.518,44.158455,20.866888,1191245,1191245,3176501,1.52E+11,15.273969,122.116,117.82115,718704731,714646016,18138156,20162879,0.70467,5.01,0.0255,1209049984,9.161,13.689553,8.875,1.16E+11,0.21681999,2152453888,2.84,6.01,1.15,11.637,,0.3980626,0.83,125.41,144,109,127,127.5,2.6,hold,16,2668134912,3.515,,12435795968,1.005,1.069,9927148544,67.303,13.076,0.094799995,0.20594,,4644023808,8.702,1.737,0.89985,,0.5241,1.8769
BA,Boeing Company (The),Aerospace & Defense,Industrials,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sells, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through Commercial Airplanes; Defense, Space & Security; and Global Services segments. The Commercial Airplanes segment develops, produces, and markets commercial jet aircraft for passenger and cargo requirements, as well as provides fleet support services. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The Global Services segment offers products and services, including supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Company was incorporated in 1916 and is based in Arlington, Virginia.",171000,8,3,10,5,9,176.56,176.15,159.7,267.54,0,0,1.555,,35.098618,4721672,4721672,6829417,1.09E+11,1.429066,177.379,200.0722,580470506,613884032,10810446,9696127,0.64281,1.48,0.0176,613884032,-27.73,,,1.49E+11,-0.02814,-2151000064,-3.53,5.07,-0.48,1.946,55.623,-0.14116162,2.055,177.95,275,140,218.35,224.5,2.2,buy,26,7528999936,12.265,2675000064,47940001792,0.217,1.142,76442001408,,125.629,0.00383,,3065250048,2916000000,,-0.075,0.11485,0.03499,0.0041,
BKNG,Booking Holdings Inc. Common St,Travel Services,Consumer Cyclical,"Booking Holdings Inc., together with its subsidiaries, provides online and traditional travel and restaurant reservations and related services in the United States, the Netherlands, and internationally. The company operates Booking.com, which offers online accommodation reservations; and Priceline, which provides online travel reservation services, as well as consumers hotel, flight, activity, rental car reservation, vacation packages, cruises, and hotel distribution services. It also operates Agoda that offers online accommodation reservation, flight, ground transportation, and activities reservation services. In addition, the company operates KAYAK, an online meta-search service that allows consumers to search and compare travel itineraries and prices; OpenTable for booking online restaurant reservations, as well as reservation management services to restaurants; and Rentalcars.com. Further, it offers travel-related insurance products and restaurant management services to consumers, travel service providers, and restaurants; and advertising services. The company was formerly known as The Priceline Group Inc. and changed its name to Booking Holdings Inc. in February 2018. Booking Holdings Inc. was founded in 1997 and is headquartered in Norwalk, Connecticut.",24000,2,2,4,2,1,3989.1,3989.11,2605,4018,35,0.0659,1.397,30.011587,19.426567,78519,78519,227477,1.35E+11,6.1517916,3693.6255,3416.1404,33823379,33927500,721056,757655,0.96475,2.95,0.021300001,33927500,-118.944,,1.917,1.37E+11,0.21812001,4799000064,132.93,205.36,1.04,6.218,20.095,0.52502525,8.75,3989.44,4500,3480,4047.81,4125,2.2,buy,28,15991000064,471.328,6808000000,17456001024,1.146,1.216,22001999872,,623.529,0.14846,,6010124800,7159000064,2.196,0.169,0.84651,0.30943,0.18392,1.0745
BWA,BorgWarner Inc.,Auto Parts,Consumer Cyclical,"BorgWarner Inc., together with its subsidiaries, provides solutions for combustion, hybrid, and electric vehicles worldwide. It offers turbochargers, eBoosters, eTurbos, timing systems, emissions systems, thermal systems, gasoline ignition technology, smart remote actuators, powertrain sensors, cabin heaters, battery modules and systems, battery heaters, and battery charging. The company provides power electronics, control modules, software, friction, and mechanical products for automatic transmissions and torque-management products. It sells its products to original equipment manufacturers of light vehicles, which comprise passenger cars, sport-utility vehicles, vans, and light trucks; commercial vehicles, including medium-duty and heavy-duty trucks, and buses; and off-highway vehicles, such as agricultural and construction machinery, and marine applications, as well as to tier one vehicle systems suppliers and the aftermarket for light, commercial, and off-highway vehicles. The company was formerly known as Borg-Warner Automotive, Inc. BorgWarner Inc. was incorporated in 1987 and is headquartered in Auburn Hills, Michigan.",39900,2,1,8,1,1,33.13,33.38,29.51,47.05,0.44,0.1718,1.265,11.548109,7.2738094,636835,636835,2828841,7656496128,0.53133214,34.7782,34.9573,225784845,227838000,13119194,14088629,1.00433,4.95,0.065799996,227838000,25.637,1.3108008,-0.051,10595261440,0.04261,677000000,2.91,4.62,0.45,0.735,5.706,-0.16808844,0.11,33.605,50,36,41.06,40.5,2.3,buy,16,1037000000,4.551,1856999936,3883000064,1.122,1.54,14410000384,64.267,62.239,0.0507,0.10918,700499968,1196000000,-0.032,0.063,0.18285999,0.12887,0.08428001,0.9815
BXP,"Boston Properties, Inc.",REIT - Office,Real Estate,"Boston Properties, Inc. (NYSE: BXP) (BXP or the Company) is the largest publicly traded developer, owner, and manager of premier workplaces in the United States, concentrated in six dynamic gateway markets - Boston, Los Angeles, New York, San Francisco, Seattle, and Washington, DC. BXP has delivered places that power progress for our clients and communities for more than 50 years. BXP is a fully integrated real estate company, organized as a real estate investment trust (REIT). Including properties owned by joint ventures, BXP's portfolio totals 53.5 million square feet and 187 properties, including 11 properties under construction/redevelopment. BXP's properties include 165 office properties, 14 retail properties (including two retail properties under construction/redevelopment), seven residential properties (including two residential properties under construction) and one hotel. BXP is well-known for its in-house building management expertise and responsiveness to clients' needs. BXP holds a superior track record of developing premium Central Business District (CBD) office buildings, successful mixed-use complexes, suburban office centers and build-to-suit projects for a diverse array of creditworthy clients. BXP actively works to promote its growth and operations in a sustainable and responsible manner. BXP has earned a twelfth consecutive GRESB Green Star recognition and the highest GRESB 5-star Rating. BXP, an S&P 500 company, was founded in 1970 by Mortimer B. Zuckerman and Edward H. Linde and became a public company in 1997.",836,10,9,10,9,10,61.5,61.73,50.64,73.97,3.92,3.2131,1.17,50.991802,32.06701,371912,371912,1220914,10962458624,3.3389127,60.8282,62.19705,156191688,157059008,8159515,8188532,1.0179499,6.89,0.071100004,157048992,37.299,1.6678731,0.026,27533164544,0.05854,192208000,1.22,1.94,-0.55,8.386,14.672,0.086764455,0.98,62.21,78,62,69.12,69,2.6,hold,17,701694976,4.468,1876588032,16155879424,0.81,0.921,3283241984,195.177,20.925,0.02582,0.03526,998595648,1265105024,0.024,0.059,0.62162995,0.57157004,0.29672,1.2064
BSX,Boston Scientific Corporation,Medical Devices,Healthcare,"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medical specialties worldwide. It operates through two segments, MedSurg and Cardiovascular. The company offers devices to diagnose and treat gastrointestinal and pulmonary conditions, such as resolution clips, biliary stent systems, stents and electrocautery enhanced delivery systems, direct visualization systems, digital catheters, and single-use duodenoscopes; devices to treat urological conditions, including ureteral stents, catheters, baskets, guidewires, sheaths, balloons, single-use digital flexible ureteroscopes, holmium laser systems, artificial urinary sphincter, laser system, fiber, and hydrogel systems; and devices to treat neurological movement disorders and manage chronic pain, such as spinal cord stimulator system, proprietary programming software, radiofrequency generator, indirect decompression systems, practice optimization tools, and deep brain stimulation system. It also provides technologies for diagnosing and treating coronary artery disease and aortic valve conditions; WATCHMAN FLX, a Left Atrial Appendage Closure Device; and implantable devices that monitor the heart and deliver electricity to treat cardiac abnormalities, such as cardioverter and cardiac resynchronization therapy defibrillators, MRI S-ICD systems, cardiac resynchronization therapy pacemakers, quadripolar LV leads, ICD leads, pacing leads, remote patient management systems, insertable cardiac monitor systems, and remote cardiac monitoring systems. In addition, the company offers diagnosis and treatment of rate and rhythm disorders of the heart; peripheral arterial and venous diseases; and products to diagnose, treat and ease forms of cancer. The company was incorporated in 1979 and is headquartered in Marlborough, Massachusetts.",48000,8,8,4,8,8,77.71,77.7,48.35,77.99,0,0,0.809,64.71429,29.060377,2801841,2801841,6002893,1.13E+11,7.698277,73.6002,62.3611,1465592882,1470179968,12326651,13159314,0.92786,1.76,0.0084,1470179968,13.555,5.6812983,0.573,1.23E+11,0.12049,1764999936,1.19,2.65,2.69,8.374,32.913,0.45252335,0,77.01,90,73,82.93,82.5,1.7,buy,30,2328999936,1.584,3742000128,11000999936,0.942,1.665,14707000320,54.547,10.065,0.04541,0.092480004,1652249984,2476999936,0.579,0.138,0.69001,0.25444,0.17972,1.9223
